#Number;State;DataSource;Name;Identifier;Year;Description;Standard;Platform;Language;Wikipedia;Domain;Width;MinWidth;MaxWidth;ReplacementChar;GeneratesNFC;ContainsBIDI;JavaLibrary
1;checked;IANA;ANSI_X3.4-1968;US_ASCII;1968;American Standard Code for Information Interchange (ASCII);ASCII;national;latin;https://en.wikipedia.org/wiki/ASCII;ascii;fixed7;1;1;U+001A;yes;no;rt.jar
2;checked;IANA;ISO_646.basic:1983;ISO_646_basic_1983;1983;Basic latin script with 26 uppercase and 26 lowercase english letters;ISO646;international;latin;https://en.wikipedia.org/wiki/ISO_basic_Latin_alphabet;ascii;fixed7;1;1;U+001A;yes;no;
3;checked;IANA;ISO_646.irv:1983;ISO_646_IRV_1983;1983;International Reference Version (IRV), International Alphabet No. 5, Western European;ISO646;international;latin;https://en.wikipedia.org/wiki/ISO/IEC_646;ascii;fixed7;1;1;U+001A;yes;no;
4;checked;IANA;INVARIANT;Invariant;1983;Invariant subset;ISO646;international;latin;https://en.wikipedia.org/wiki/ISO/IEC_646;ascii;fixed7;1;1;U+001A;yes;no;
5;checked;IANA;MNEMONIC;Mnemonic;1992;"The mnemonics charset ""mnemonic"" is a shorthand for ""mnemonic+ascii+38"" (RFC1345)";;international;any;;ascii;fixed8;1;1;U+001A;yes;no;
6;checked;IANA;MNEM;Mnem;1992;"The mnemonic charset ""mnem"" is a shorthand for ""mnemonic+ascii+8200"" (RFC1345)";;international;any;;ascii;fixed8;1;1;U+001A;yes;no;
7;checked;IANA;UNKNOWN-8BIT;Unknown_8bit;1993;"If no information on the character set is given, assume ""unknown-8bit"" as the minimum";;international;latin;;ascii;fixed8;1;1;U+001A;yes;no;
8;checked;IANA;ISO-10646-UCS-Basic;UCS_Basic;1993;ISO 10646 Basic plane 0x20-0x7E;UNICODE;unicode;latin;https://en.wikipedia.org/wiki/Universal_Coded_Character_Set;ascii;fixed8;1;1;U+001A;yes;no;
32;checked;IANA;ISO-10646-Unicode-Latin1;Unicode_Latin1;1993;ISO 10646 Basic plane 0x20-0x7E plus Latin-1 Supplement plane 0xA0-0xFF;UNICODE;unicode;Latin;https://en.wikipedia.org/wiki/Universal_Coded_Character_Set;ascii;fixed8;1;1;U+001A;yes;no;
33;checked;IANA;ISO-10646-J-1;ISO_10646_J_1;1993;ISO 10646 Basic plane 0x20-0x7E plus Latin-1 Supplement plane 0xA0-0xFF plus Japanese Ideographic Supplement (Appendix A.4.3 372);UNICODE;unicode;japanese;https://en.wikipedia.org/wiki/Universal_Coded_Character_Set;ascii;fixed8;1;1;U+001A;yes;no;
9999;checked;IANA;UNICODE-1-1;UNICODE_1_1;1994;Unicode Version 1.1;UNICODE;unicode;any;;ascii;fixed32;4;4;U+001A;yes;no;
9999;checked;IANA;UNICODE-1-1-UTF-7;UNICODE_1_1_UTF_7;1994;UTF-7 of Unicode Version 1.1;UNICODE;unicode;any;;ascii;varying8;1;7;U+001A;yes;no;
10;checked;IANA;ISO-10646-UCS-2;UCS_2;1993;Universal Coded Character Set 2 Bytes, platform endian;UNICODE;unicode;any;https://en.wikipedia.org/wiki/UCS-2;ascii;fixed16;2;2;U+001A;yes;no;
11;checked;GNU_ICONV;UCS-2BE;UCS_2BE;1993;Universal Coded Character Set 2 Bytes, big endian;UNICODE;unicode;any;https://en.wikipedia.org/wiki/UCS-2;ascii;fixed16;2;2;U+001A;yes;no;
12;checked;GNU_ICONV;UCS-2LE;UCS_2LE;1993;Universal Coded Character Set 2 Bytes, little endian;UNICODE;unicode;any;https://en.wikipedia.org/wiki/UCS-2;ascii;fixed16;2;2;U+001A;yes;no;
13;checked;GNU_ICONV;UCS-2-SWAPPED;UCS_2_OppositeEndian;1993;Universal Coded Character Set 2 Bytes, opposite endian from platform;UNICODE;unicode;any;https://en.wikipedia.org/wiki/UCS-2;ascii;fixed16;2;2;U+001A;yes;no;
14;checked;IANA;ISO-10646-UCS-4;UCS_4;2001;Universal Character Set 4 Bytes, platform endian;UNICODE;unicode;any;https://en.wikipedia.org/wiki/UCS-4;ascii;fixed32;4;4;U+001A;yes;no;
15;checked;GNU_ICONV;UCS-4BE;UCS_4BE;2001;Universal Character Set 4 Bytes, big endian;UNICODE;unicode;any;https://en.wikipedia.org/wiki/UCS-4;ascii;fixed32;4;4;U+001A;yes;no;
16;checked;GNU_ICONV;UCS-4LE;UCS_4LE;2001;Universal Character Set 4 Bytes, little endian;UNICODE;unicode;any;https://en.wikipedia.org/wiki/UCS-4;ascii;fixed32;4;4;U+001A;yes;no;
17;checked;GNU_ICONV;UCS-4-SWAPPED;UCS_4_OppositeEndian;2001;Universal Character Set 4 Bytes, opposite endian from platform;UNICODE;unicode;any;https://en.wikipedia.org/wiki/UCS-4;ascii;fixed32;4;4;U+001A;yes;no;
18;checked;IANA;ISO-10646-UTF-1;UTF_1;1993;Unicode Transformation Format No. 1;UNICODE;unicode;any;https://en.wikipedia.org/wiki/UTF-1;ascii;varying8;1;5;U+001A;yes;no;
19;checked;IANA;UTF-7;UTF_7;1994;Unicode Transformation Format, 7 Bit;UNICODE;unicode;any;https://en.wikipedia.org/wiki/UTF-7;ascii;varying8;1;5;U+001A;yes;no;
20;checked;IANA;UTF-8;UTF_8;1998;Unicode Transformation Format 8 Bit;UNICODE;unicode;any;https://en.wikipedia.org/wiki/UTF-8;ascii;varying8;1;7;U+001A;yes;no;
21;checked;IANA;UTF-16;UTF_16;2000;Unicode Transformation Format 16 Bit, Platform endian;UNICODE;unicode;any;https://en.wikipedia.org/wiki/UTF-16;ascii;varying16;2;6;U+001A;yes;no;
22;checked;IANA;UTF-16BE;UTF_16BE;2000;Unicode Transformation Format 16 Bit, Big endian;UNICODE;unicode;any;https://en.wikipedia.org/wiki/UTF-16BE;ascii;varying16;2;6;U+001A;yes;no;
23;checked;IANA;UTF-16LE;UTF_16LE;2000;Unicode Transformation Format 16 Bit, Little endian;UNICODE;unicode;any;https://en.wikipedia.org/wiki/UTF-16LE;ascii;varying16;2;6;U+001A;yes;no;
24;checked;IBM_ICU;UTF16_OppositeEndian;UTF_16_OppositeEndian;2000;Unicode Transformation Format 16 Bit, Opposite endian from platform;UNICODE;unicode;any;https://en.wikipedia.org/wiki/UTF-16;ascii;varying16;2;6;U+001A;yes;no;
25;checked;IANA;UTF-32;UTF_32;2001;Unicode Transformation Format 32 Bit, Platform endian;UNICODE;unicode;any;https://en.wikipedia.org/wiki/UTF-32;ascii;fixed32;4;4;U+001A;yes;no;
26;checked;IANA;UTF-32BE;UTF_32BE;2001;Unicode Transformation Format 32 Bit, Big endian;UNICODE;unicode;any;https://en.wikipedia.org/wiki/UTF-32BE;ascii;fixed32;4;4;U+001A;yes;no;
27;checked;IANA;UTF-32LE;UTF_32LE;2001;Unicode Transformation Format 32 Bit, Little endian;UNICODE;unicode;any;https://en.wikipedia.org/wiki/UTF-32LE;ascii;fixed32;4;4;U+001A;yes;no;
28;checked;IBM_ICU;UTF32_OppositeEndian;UTF_32_OppositeEndian;2001;Unicode Transformation Format 32 Bit, Opposite endian from platform;UNICODE;unicode;any;https://en.wikipedia.org/wiki/UTF-32;ascii;fixed32;4;4;U+001A;yes;no;
29;checked;IANA;SCSU;SCSU;1997;Standard Compression Scheme for Unicode, note that IBM1212 adds a PUA;UNICODE;unicode;any;https://en.wikipedia.org/wiki/Standard_Compression_Scheme_for_Unicode;ascii;varying8;1;2;U+001A;yes;no;
30;checked;IANA;CESU-8;CESU_8;2001;Compatibility Encoding Scheme for UTF-16: 8-Bit, note that IBM9400 adds a PUA;UNICODE;unicode;any;https://en.wikipedia.org/wiki/CESU-8;ascii;varying8;1;6;U+001A;yes;no;
31;checked;IANA;BOCU-1;BOCU_1;2002;Binary Ordered Compression for Unicode, MIME-Compatible Unicode Compression, note that IBM1214 adds a PUA;UNICODE;unicode;any;https://en.wikipedia.org/wiki/BOCU-1;ascii;varying8;1;6;U+001A;yes;no;
9999;checked;IANA;ISO_8859-1:1987;ISO_8859_1;1987;Latin-1 Western European, is different from Windows-1252, previous version was ECMA-94;ISO8859;international;latin;https://en.wikipedia.org/wiki/ISO/IEC_8859-1;ascii;fixed8;1;1;U+001A;yes;no;
9999;checked;IANA;ISO_8859-2:1987;ISO_8859_2;1987;Latin-2 Central European, is different from Windows-1250;ISO8859;international;latin;https://en.wikipedia.org/wiki/ISO/IEC_8859-2;ascii;fixed8;1;1;U+001A;yes;no;
9999;checked;IANA;ISO_8859-3:1988;ISO_8859_3;1988;Latin-3 South European;ISO8859;international;latin;https://en.wikipedia.org/wiki/ISO/IEC_8859-3;ascii;fixed8;1;1;U+001A;yes;no;
9999;checked;IANA;ISO_8859-4:1988;ISO_8859_4;1988;Latin-4 North European;ISO8859;international;latin;https://en.wikipedia.org/wiki/ISO/IEC_8859-4;ascii;fixed8;1;1;U+001A;yes;no;
9999;checked;IANA;ISO_8859-5:1988;ISO_8859_5;1988;Latin/Cyrillic, is different from Windows-1251;ISO8859;international;cyrillic;https://en.wikipedia.org/wiki/ISO/IEC_8859-5;ascii;fixed8;1;1;U+001A;yes;no;
9999;checked;IANA;ISO_8859-6:1987;ISO_8859_6;1987;Latin/Arabic, in visual order, is different from Windows-1256;ISO8859;international;arabic;https://en.wikipedia.org/wiki/ISO/IEC_8859-6;ascii;fixed8;1;1;U+001A;yes;yes;
9999;checked;IANA;ISO_8859-6-E;ISO_8859_6_E;1987;Latin/Arabic, in explicit order with direction controls, is different from Windows-1256;ISO8859;international;arabic;https://en.wikipedia.org/wiki/ISO/IEC_8859-6;ascii;fixed8;1;1;U+001A;yes;yes;
9999;checked;IANA;ISO_8859-6-I;ISO_8859_6_I;1987;Latin/Arabic, in logical order, is different from Windows-1256, also CP38596;ISO8859;international;arabic;https://en.wikipedia.org/wiki/ISO/IEC_8859-6;ascii;fixed8;1;1;U+001A;yes;yes;
9999;checked;IANA;ISO_8859-7:1987;ISO_8859_7;1987;Latin/Greek;ISO8859;international;greek;https://en.wikipedia.org/wiki/ISO/IEC_8859-7;ascii;fixed8;1;1;U+001A;yes;no;
9999;checked;IANA;ISO_8859-8:1988;ISO_8859_8;1988;Latin/Hebrew, in visual order;ISO8859;international;hebrew;https://en.wikipedia.org/wiki/ISO/IEC_8859-8;ascii;fixed8;1;1;U+001A;yes;yes;
9999;checked;IANA;ISO_8859-8-E;ISO_8859_8_E;1988;Latin/Hebrew, in explicit order;ISO8859;international;hebrew;https://en.wikipedia.org/wiki/ISO/IEC_8859-8;ascii;fixed8;1;1;U+001A;yes;yes;
9999;checked;IANA;ISO_8859-8-I;ISO_8859_8_I;1988;Latin/Hebrew, in implicit order;ISO8859;international;hebrew;https://en.wikipedia.org/wiki/ISO/IEC_8859-8;ascii;fixed8;1;1;U+001A;yes;yes;
9999;checked;IANA;ISO_8859-9:1989;ISO_8859_9;1989;Latin-5 Turkish;ISO8859;international;latin;https://en.wikipedia.org/wiki/ISO/IEC_8859-9;ascii;fixed8;1;1;U+001A;yes;no;
9999;checked;SELF;ISO_8859-9E;ISO_8859_9E;1989;Latin-5 Turkish, deprecated;ISO8859;international;latin;;ascii;fixed8;1;1;U+001A;yes;no;
9999;checked;IANA;ISO-8859-10;ISO_8859_10;1992;Latin-6 Nordic;ISO8859;international;latin;https://en.wikipedia.org/wiki/ISO/IEC_8859-10;ascii;fixed8;1;1;U+001A;yes;no;
9999;checked;GNU_ICONV;ISO-8859-11;ISO_8859_11;2001;Latin/Thai;ISO8859;international;thai;https://en.wikipedia.org/wiki/ISO/IEC_8859-11;ascii;fixed8;1;1;U+001A;yes;no;
9999;checked;Deprecated;ISO-8859-12;ISO_8859_12;1997;Latin/Devanagari, never finished in favour of Unicode;ISO8859;international;indic;https://en.wikipedia.org/wiki/ISO/IEC_8859-12;ascii;fixed8;1;1;U+001A;yes;no;
9999;checked;IANA;ISO-8859-13;ISO_8859_13;1998;Latin-7 Baltic Rim;ISO8859;international;latin;https://en.wikipedia.org/wiki/ISO/IEC_8859-13;ascii;fixed8;1;1;U+001A;yes;no;
9999;checked;IANA;ISO-8859-14;ISO_8859_14;1998;Latin-8 Celtic;ISO8859;international;latin;https://en.wikipedia.org/wiki/ISO/IEC_8859-14;ascii;fixed8;1;1;U+001A;yes;no;
9999;checked;IANA;ISO-8859-15;ISO_8859_15;1999;Latin-9;ISO8859;international;latin;https://en.wikipedia.org/wiki/ISO/IEC_8859-15;ascii;fixed8;1;1;U+001A;yes;no;
9999;checked;IANA;ISO-8859-16;ISO_8859_16;2001;Latin-10 South-Eastern European;ISO8859;international;latin;https://en.wikipedia.org/wiki/ISO/IEC_8859-16;ascii;fixed8;1;1;U+001A;yes;no;
9999;checked;IANA;ISO_8859-supp;ISO_8859_supp;1990;Supplementary Set for Latin Alphabets 1, 2 and 5;ISO8859;international;latin;;ascii;fixed8;1;1;U+001A;yes;no;
9999;checked;IANA;KOI7-switched;KOI7_switched;1987;Kod Obmena Informatsiyey (Code for Information Exchange), 7 bit, also GOST 27463-87;KOI;national;cyrillic;https://en.wikipedia.org/wiki/KOI-7;ascii;varying7;1;2;U+001A;yes;no;
9999;checked;Deprecated;KOI8;KOI8;1974;Kod Obmena Informatsiyey (Code for Information Exchange), 8 bit, russian, bulgarian;KOI;national;cyrillic;https://en.wikipedia.org/wiki/KOI_character_encodings;ascii;fixed8;1;1;U+001A;yes;no;
9999;checked;IANA;KOI8-R;KOI8_R;1993;Kod Obmena Informatsiyey (Code for Information Exchange), 8 bit, russian, bulgarian;KOI;national;cyrillic;https://en.wikipedia.org/wiki/KOI8-R;ascii;fixed8;1;1;U+001A;yes;no;
9999;checked;IANA;KOI8-U;KOI8_U;1998;Kod Obmena Informatsiyey (Code for Information Exchange), 8 bit, ukrainian;KOI;national;cyrillic;https://en.wikipedia.org/wiki/KOI8-U;ascii;fixed8;1;1;U+001A;yes;no;
9999;checked;GNU_ICONV;KOI8-RU;KOI8_RU;1997;Kod Obmena Informatsiyey (Code for Information Exchange), 8 bit, ukrainian, belorussian, russian;KOI;national;cyrillic;https://en.wikipedia.org/w/index.php?title=KOI8-RU&action=edit&redlink=1;ascii;fixed8;1;1;U+001A;yes;no;
9999;checked;GNU_ICONV;KOI8-T;KOI8_T;;Kod Obmena Informatsiyey (Code for Information Exchange), 8 bit, tajik;KOI;national;cyrillic;https://en.wikipedia.org/w/index.php?title=KOI8-T&action=edit&redlink=1;ascii;fixed8;1;1;U+001A;yes;no;
9999;checked;IANA;ECMA-cyrillic;KOI8_E;1986;Kod Obmena Informatsiyey (Code for Information Exchange);KOI;national;cyrillic;https://en.wikipedia.org/w/index.php?title=KOI8-E&action=edit&redlink=1;ascii;fixed8;1;1;U+001A;yes;no;
9999;checked;IANA;IBM850;CP850;1986;Multilingual Page, see also CP858 with euro;MSIBM;dos;latin;https://en.wikipedia.org/wiki/Code_page_850;ascii;fixed8;1;1;U+001A;yes;no;
9999;checked;IANA;IBM437;IBM437;1984;US;MSIBM;dos;latin;https://en.wikipedia.org/wiki/Code_page_437;ascii;fixed8;1;1;U+001A;yes;no;
9999;checked;GNU_ICONV;CP737;CP737;1996;MS DOS Greek, OEM on Windows;MSIBM;dos;cyrillic;https://en.wikipedia.org/wiki/Code_page_737;ascii;fixed8;1;1;U+001A;yes;no;
9999;checked;IANA;IBM775;CP775;1996;MS-DOS Baltic Rim;MSIBM;dos;latin;https://en.wikipedia.org/wiki/Code_page_775;ascii;fixed8;1;1;U+001A;yes;no;
9999;checked;IANA;IBM852;CP852;1993;Latin 2;MSIBM;dos;latin;https://en.wikipedia.org/wiki/Code_page_852;ascii;fixed8;1;1;U+001A;yes;no;
9999;checked;GNU_ICONV;CP853;IBM853;1993;Latin 3, see also ISO-8859-3;MSIBM;dos;latin;https://en.wikipedia.org/wiki/Code_page_853;ascii;fixed8;1;1;U+001A;yes;no;
9999;checked;IANA;IBM855;IBM855;1988;Cyrillic;MSIBM;dos;cyrillic;https://en.wikipedia.org/wiki/Code_page_855;ascii;fixed8;1;1;U+001A;yes;no;
9999;checked;IANA;IBM857;CP857;1989;Latin #5, Turkey, see also ISO-8859-9;MSIBM;dos;latin;https://en.wikipedia.org/wiki/Code_page_857;ascii;fixed8;1;1;U+001A;yes;no;
9999;checked;IANA;IBM00858;CP858;1989;Hebrew;IBMPC;dos;latin;https://en.wikipedia.org/wiki/Code_page_856;ascii;fixed8;1;1;U+001A;yes;no;
9999;checked;IANA;IBM860;IBM860;1986;OEM Portuguese;MSIBM;dos;latin;https://en.wikipedia.org/wiki/Code_page_860;ascii;fixed8;1;1;U+001A;yes;no;
9999;checked;IANA;IBM861;CP861;1986;OEM Icelandic;MSIBM;dos;latin;https://en.wikipedia.org/wiki/Code_page_861;ascii;fixed8;1;1;U+001A;yes;no;
9999;checked;IANA;IBM862;CP862;1986;OEM Hebrew (Israel);MSIBM;dos;hebrew;https://en.wikipedia.org/wiki/Code_page_862;ascii;fixed8;1;1;U+001A;yes;no;
9999;checked;IANA;IBM863;IBM863;1986;OEM Canadian French;MSIBM;dos;latin;https://en.wikipedia.org/wiki/Code_page_863;ascii;fixed8;1;1;U+001A;yes;no;
9999;checked;IANA;IBM864;IBM864;1986;OEM Arabic;MSIBM;dos;arabic;https://en.wikipedia.org/wiki/Code_page_864;ascii;fixed8;1;1;U+001A;yes;no;
9999;checked;IANA;IBM865;IBM865;1986;OEM Nordic;MSIBM;dos;latin;https://en.wikipedia.org/wiki/Code_page_865;ascii;fixed8;1;1;U+001A;yes;no;
9999;checked;IANA;IBM866;CP866;1991;OEM cyrillic, russian, based on GOST 19768-87;MSIBM;dos;cyrillic;https://en.wikipedia.org/wiki/Code_page_866;ascii;fixed8;1;1;U+001A;yes;no;
9999;checked;Name;ibm-867;IBM867;1998;Israel with euro;MSIBM;dos;hebrew;https://en.wikipedia.org/wiki/Code_page_867;ascii;fixed8;1;1;U+001A;yes;no;
9999;checked;IANA;IBM868;IBM868;1988;Pakistan (Urdu);MSIBM;dos;arabic;https://en.wikipedia.org/w/index.php?title=Code_page_868&action=edit&redlink=1;ascii;fixed8;1;1;U+001A;yes;no;
9999;checked;IANA;IBM869;CP869;1987;OEM Greek;MSIBM;dos;cyrillic;https://en.wikipedia.org/wiki/Code_page_869;ascii;fixed8;1;1;U+001A;yes;no;
9999;checked;GNU_ICONV;CP1125;IBM1125;1996;Ukraine;MSIBM;dos;latin;https://en.wikipedia.org/w/index.php?title=Code_page_1125&action=edit&redlink=1;ascii;fixed8;1;1;U+001A;yes;no;
9999;checked;IANA;windows-1250;Windows_1250;1991;ANSI Central European;MSWIN;windows;latin;https://en.wikipedia.org/wiki/Windows-1250;ascii;fixed8;1;1;U+001A;yes;no;
9999;checked;IANA;windows-1251;Windows_1251;1991;ANSI Cyrillic;MSWIN;windows;cyrillic;https://en.wikipedia.org/wiki/Windows-1251;ascii;fixed8;1;1;U+001A;yes;no;
9999;checked;IANA;windows-1252;Windows_1252;1991;ANSI Western European;MSWIN;windows;latin;https://en.wikipedia.org/wiki/Windows-1252;ascii;fixed8;1;1;U+001A;yes;no;
9999;checked;IANA;windows-1253;Windows_1253;1991;ANSI Greek;MSWIN;windows;cyrillic;https://en.wikipedia.org/wiki/Windows-1253;ascii;fixed8;1;1;U+001A;yes;no;
9999;checked;IANA;windows-1254;Windows_1254;1991;ANSI Turkish;MSWIN;windows;latin;https://en.wikipedia.org/wiki/Windows-1254;ascii;fixed8;1;1;U+001A;yes;no;
9999;checked;IANA;windows-1255;Windows_1255;1991;ANSI Hebrew;MSWIN;windows;hebrew;https://en.wikipedia.org/wiki/Windows-1255;ascii;fixed8;1;1;U+001A;yes;no;
9999;checked;IANA;windows-1256;Windows_1256;1991;ANSI Arabic;MSWIN;windows;arabic;https://en.wikipedia.org/wiki/Windows-1256;ascii;fixed8;1;1;U+001A;yes;no;
9999;checked;IANA;windows-1257;Windows_1257;1991;ANSI Baltic;MSWIN;windows;latin;https://en.wikipedia.org/wiki/Windows-1257;ascii;fixed8;1;1;U+001A;yes;no;
9999;checked;IANA;windows-1258;Windows_1258;1991;ANSI/OEM Vietnam;MSWIN;windows;vietnamese;https://en.wikipedia.org/wiki/Windows-1258;ascii;fixed8;1;1;U+001A;yes;no;
9999;checked;GNU_ICONV;CP856;IBM856;1989;Hebrew;IBMPC;dos;latin;https://en.wikipedia.org/wiki/Code_page_856;ascii;fixed8;1;1;U+001A;yes;no;
9999;checked;GNU_ICONV;CP922;IBM922;1994;Estonia, similar to ISO 8859-1;IBMAIX;aix;latin;https://en.wikipedia.org/w/index.php?title=Code_page_920&action=edit&redlink=1;ascii;fixed8;1;1;U+001A;yes;no;
9999;checked;GNU_ICONV;CP943;IBM943;1996;Japanese for Open environment;IBMAIX;aix;latin;;ascii;varying8;1;2;U+001A;yes;no;
9999;checked;GNU_ICONV;CP1046;IBM1046;1990;Arabic Extended with euro;IBMAIX;aix;latin;https://en.wikipedia.org/w/index.php?title=Code_page_1046&action=edit&redlink=1;ascii;fixed8;1;1;U+001A;yes;no;
9999;checked;GNU_ICONV;CP1124;IBM1124;1995;Ukraine;IBMAIX;aix;latin;https://en.wikipedia.org/w/index.php?title=Code_page_1124&action=edit&redlink=1;ascii;fixed8;1;1;U+001A;yes;no;
9999;checked;GNU_ICONV;CP1129;IBM1129;1997;Vietnamese;IBMAIX;aix;vietnamese;https://en.wikipedia.org/w/index.php?title=Code_page_1129&action=edit&redlink=1;ascii;fixed8;1;1;U+001A;yes;no;
9999;checked;GNU_ICONV;CP1161;IBM1161;1999;Thai with Low Tone Marks and Ancient Characters with euro;IBMAIX;aix;thai;https://en.wikipedia.org/wiki/Code_page_1161;ascii;fixed8;1;1;U+001A;yes;no;
9999;checked;GNU_ICONV;CP1162;IBM1162;1999;Thai MS Windows with euro;MSIBM;windows;thai;https://en.wikipedia.org/wiki/Code_page_1162;ascii;fixed8;1;1;U+001A;yes;no;
9999;checked;GNU_ICONV;CP1163;IBM1163;1999;Vietnamese with euro;IBMAIX;aix;vietnamese;https://en.wikipedia.org/w/index.php?title=Code_page_1163&action=edit&redlink=1;ascii;fixed8;1;1;U+001A;yes;no;
9999;checked;IANA;macintosh;MacIntosh;1985;Latin-1;APPLEOSX;macintosh;latin;https://en.wikipedia.org/wiki/Mac_OS_Roman;ascii;fixed8;1;1;U+001A;yes;no;
9999;checked;GNU_ICONV;MacCentralEurope;MacCentralEuropean;1995;Latin-2, Central European;APPLEOSX;macintosh;latin;https://en.wikipedia.org/wiki/Macintosh_Central_European_encoding;ascii;fixed8;1;1;U+001A;yes;no;
9999;checked;GNU_ICONV;MacIceland;MacIcelandic;1995;Icelandic;APPLEOSX;macintosh;latin;https://en.wikipedia.org/wiki/Mac_Icelandic_encoding;ascii;fixed8;1;1;U+001A;yes;no;
9999;checked;GNU_ICONV;MacCroatian;MacCroatian;1995;Croatian;APPLEOSX;macintosh;latin;https://en.wikipedia.org/wiki/MacCroatian_encoding;ascii;fixed8;1;1;U+001A;yes;no;
9999;checked;GNU_ICONV;MacRomania;MacRomanian;1995;Romanian;APPLEOSX;macintosh;latin;https://en.wikipedia.org/wiki/MacRomanian_encoding;ascii;fixed8;1;1;U+001A;yes;no;
9999;checked;GNU_ICONV;MacCyrillic;MacCyrillic;1995;Cyrillic;APPLEOSX;macintosh;cyrillic;https://en.wikipedia.org/wiki/Macintosh_Cyrillic_encoding;ascii;fixed8;1;1;U+001A;yes;no;
9999;checked;GNU_ICONV;MacUkraine;MacUkrainian;1995;Ukraine;APPLEOSX;macintosh;cyrillic;https://en.wikipedia.org/wiki/Macintosh_Ukrainian_encoding;ascii;fixed8;1;1;U+001A;yes;no;
9999;checked;GNU_ICONV;MacGreek;MacGreek;1995;Greek;APPLEOSX;macintosh;cyrillic;https://en.wikipedia.org/wiki/MacGreek_encoding;ascii;fixed8;1;1;U+001A;yes;no;
9999;checked;GNU_ICONV;MacTurkish;MacTurkish;1995;Turkish;APPLEOSX;macintosh;latin;https://en.wikipedia.org/wiki/MacTurkish_encoding;ascii;fixed8;1;1;U+001A;yes;no;
9999;checked;GNU_ICONV;MacHebrew;MacHebrew;1995;Hebrew;APPLEOSX;macintosh;hebrew;;ascii;fixed8;1;1;U+001A;yes;no;
9999;checked;GNU_ICONV;MacArabic;MacArabic;1995;Arabic;APPLEOSX;macintosh;arabic;https://en.wikipedia.org/wiki/MacArabic_encoding;ascii;fixed8;1;1;U+001A;yes;no;
9999;checked;GNU_ICONV;MacThai;MacThai;1995;Thai, according to TIS-620;APPLEOSX;macintosh;thai;https://en.wikipedia.org/wiki/Thai_Industrial_Standard_620-2533;ascii;fixed8;1;1;U+001A;yes;no;
9999;checked;Name;MacJapanese;MacJapanese;1995;Japanese, according to Shift_JIS;APPLEOSX;macintosh;japanese;https://en.wikipedia.org/wiki/Shift_JIS;ascii;varying8;1;2;U+001A;yes;no;
9999;checked;Name;MacKorean;MacKorean;1995;Korean, , according to EUC-KR;APPLEOSX;macintosh;korean;https://en.wikipedia.org/wiki/EUC-KR;ascii;varying8;1;2;U+001A;yes;no;
9999;checked;Name;MacChineseSimplified;MacChineseSimplified;1995;Chinese Simplified, according to EUC-CN;APPLEOSX;macintosh;chinese;https://en.wikipedia.org/wiki/EUC-CN;ascii;varying8;1;2;U+001A;yes;no;
9999;checked;Name;MacChineseTraditional;MacChineseTraditional;1995;Chinese Traditional, according to Big5;APPLEOSX;macintosh;chinese;https://en.wikipedia.org/wiki/Big5;ascii;varying8;1;2;U+001A;yes;no;
9999;checked;Name;MacSymbol;MacSymbol;1995;Symbol;APPLEOSX;macintosh;symbolic;;ascii;fixed8;1;1;U+001A;yes;no;
9999;checked;Name;MacDingbat;MacDingbat;1995;Dingbat;APPLEOSX;macintosh;symbolic;;ascii;fixed8;1;1;U+001A;yes;no;
9999;checked;Deprecated;MacCeltic;MacCeltic;1995;Celtic;APPLEOSX;macintosh;latin;https://en.wikipedia.org/wiki/Mac_OS_Celtic;ascii;fixed8;1;1;U+001A;yes;no;
9999;checked;Deprecated;MacDevanaga;MacDevanaga;1995;Devanaga;APPLEOSX;macintosh;indic;;ascii;varying8;1;2;U+001A;yes;no;
9999;checked;Deprecated;MacFarsi;MacFarsi;1995;Farsi;APPLEOSX;macintosh;arabic;;ascii;fixed8;1;1;U+001A;yes;no;
9999;checked;Deprecated;MacGaelic;MacGaelic;1995;Gaelic;APPLEOSX;macintosh;gaelic;;ascii;fixed8;1;1;U+001A;yes;no;
9999;checked;Deprecated;MacGujarati;MacGujarati;1995;Gujarati;APPLEOSX;macintosh;indic;;ascii;varying8;1;2;U+001A;yes;no;
9999;checked;Deprecated;MacGurmukhi;MacGurmukhi;1995;Gurmukhi;APPLEOSX;macintosh;indic;;ascii;varying8;1;2;U+001A;yes;no;
9999;checked;Deprecated;MacInuit;MacInuit;1995;Inuit;APPLEOSX;macintosh;inuit;;ascii;fixed8;1;1;U+001A;yes;no;
9999;checked;Deprecated;AdobeZapfDingbats;AdobeZapfDingbats;1990;Adobe PostScript Standard Encoding;VENDOR;hppcl5;symbolic;;ascii;fixed8;1;1;U+001A;yes;no;
9999;checked;Name;ibm-293;IBM293;1984;APL (USA), for APL applications, see also IBM907z;IBMZOS;zos;latin;https://en.wikipedia.org/wiki/APL_(codepage);ebcdic;fixed8;1;1;U+001A;yes;no;
9999;checked;SELF;KPS9566_2003;KPS_9566_2003;2003;North Korea (Korean), first version 1993;;national;korean;https://en.wikipedia.org/wiki/KPS_9566;ascii;fixed16;2;2;U+001A;yes;no;
9999;checked;Deprecated;CP770;CP770;;MS DOS Baltic;MS;dos;latin;https://en.wikipedia.org/wiki/Code_page_770;ascii;fixed8;1;1;U+001A;yes;no;
